Date,JDfrom0,Iprec,RH,AirT,Swglob,CloudTrans
21/10/2010 23:00,734432.958333,0,52.4,-3.08,0,0.950872
22/10/2010 00:00,734433,0,55.9,-3.27,0,0.942684
22/10/2010 01:00,734433.041667,0,58.35,-3.51,0,0.934496
22/10/2010 02:00,734433.083333,0,58.86,-3.7,0,0.926308
22/10/2010 03:00,734433.125,0,60.03,-3.88,0,0.918121
22/10/2010 04:00,734433.166667,0,60.44,-4.03,0,0.909933
22/10/2010 05:00,734433.208333,0,61.8,-4.21,0,0.901745
22/10/2010 06:00,734433.25,0,65.48,-4.52,0,0.893557
22/10/2010 07:00,734433.291667,0,67.86,-4.69,2.71,0.885369
22/10/2010 08:00,734433.333333,0,65.1,-4.39,34.9,0.877181
22/10/2010 09:00,734433.375,0,53.48,-1.12,253.93,0.868993
22/10/2010 10:00,734433.416667,0,49.98,0.6,423.8,0.868993
22/10/2010 11:00,734433.458333,0,49.65,1.82,535.83,0.893064
22/10/2010 12:00,734433.5,0,50.96,1.9,434.05,0.893064
22/10/2010 13:00,734433.541667,0,55.58,2.33,504.73,0.760481
22/10/2010 14:00,734433.583333,0,58.42,2.16,338.75,0.760481
22/10/2010 15:00,734433.625,0,61.43,1.43,182.55,0.760481
22/10/2010 16:00,734433.666667,0,65.26,0.95,118.98,0.760481
22/10/2010 17:00,734433.708333,0,68.68,0.03,42.89,0.758856
22/10/2010 18:00,734433.75,0,71.87,-0.9,4.29,0.75723
22/10/2010 19:00,734433.791667,0,72.62,-1.26,0,0.755605
22/10/2010 20:00,734433.833333,0,74.13,-1.59,0,0.753979
22/10/2010 21:00,734433.875,0,74.31,-1.37,0,0.752354
22/10/2010 22:00,734433.916667,0,74.46,-1.33,0,0.750728
22/10/2010 23:00,734433.958333,0,76.38,-1.37,0,0.749103
23/10/2010 00:00,734434,0,77.24,-1.53,0,0.747477
23/10/2010 01:00,734434.041667,0,77.22,-1.44,0,0.745852
23/10/2010 02:00,734434.083333,0,77.98,-1.4,0,0.744226
23/10/2010 03:00,734434.125,0,79.98,-1.76,0,0.742601
23/10/2010 04:00,734434.166667,0,80.83,-1.72,0,0.740975
23/10/2010 05:00,734434.208333,0,80.95,-1.71,0,0.73935
23/10/2010 06:00,734434.25,0,82.4,-1.85,0,0.737724
23/10/2010 07:00,734434.291667,0,83.78,-1.72,1.52,0.736099
23/10/2010 08:00,734434.333333,0,84.58,-1.63,42.39,0.734473
23/10/2010 09:00,734434.375,0,80.75,-0.82,172.95,0.732848
23/10/2010 10:00,734434.416667,0,75.65,0.66,397.73,0.732848
23/10/2010 11:00,734434.458333,0,72.51,1.37,397.75,0.668889
23/10/2010 12:00,734434.5,0,75.7,1.71,304.78,0.668889
23/10/2010 13:00,734434.541667,0,71.78,2.31,353.23,0.684019
23/10/2010 14:00,734434.583333,0,71.71,2.17,327.03,0.684019
23/10/2010 15:00,734434.625,0,75.02,1.79,196.85,0.684019
23/10/2010 16:00,734434.666667,0,77.3,1.62,146.68,0.684019
23/10/2010 17:00,734434.708333,0,84.8,0.52,36.2,0.659636
23/10/2010 18:00,734434.75,0,87.93,-1.17,1.78,0.635252
23/10/2010 19:00,734434.791667,0,91.93,-1.75,0,0.610869
23/10/2010 20:00,734434.833333,0,91.98,-1.82,0,0.586485
23/10/2010 21:00,734434.875,0,95.68,-1.65,0,0.562102
23/10/2010 22:00,734434.916667,0,98.23,-1.74,0,0.537718
23/10/2010 23:00,734434.958333,0,99.65,-2.01,0,0.513335
24/10/2010 00:00,734435,0,99.63,-1.63,0,0.488952
24/10/2010 01:00,734435.041667,0,99.08,-1.56,0,0.464568
24/10/2010 02:00,734435.083333,0,98.7,-1.6,0,0.440185
24/10/2010 03:00,734435.125,0,98.85,-1.52,0,0.415801
24/10/2010 04:00,734435.166667,0,100.28,-1.63,0,0.391418
24/10/2010 05:00,734435.208333,0,100.13,-1.61,0,0.367034
24/10/2010 06:00,734435.25,0,100.7,-1.46,0,0.342651
24/10/2010 07:00,734435.291667,0,101.05,-1.57,1.41,0.318268
24/10/2010 08:00,734435.333333,0,101.18,-1.42,14.96,0.293884
24/10/2010 09:00,734435.375,0,101.23,-0.97,53.4,0.269501
24/10/2010 10:00,734435.416667,0,100.43,-0.23,155.71,0.269501
24/10/2010 11:00,734435.458333,0,99.08,0.15,181.13,0.348196
24/10/2010 12:00,734435.5,0,99.13,0.21,179.73,0.348196
24/10/2010 13:00,734435.541667,0,98.2,0.54,168.43,0.367511
24/10/2010 14:00,734435.583333,0,97.8,0.91,223.58,0.367511
24/10/2010 15:00,734435.625,0,99.05,0.63,77.34,0.367511
24/10/2010 16:00,734435.666667,0.362908,100.18,0.41,44.1,0.367511
24/10/2010 17:00,734435.708333,0.286087,100.28,0.28,16.37,0.351775
24/10/2010 18:00,734435.75,0,100.98,-0.06,0.59,0.336039
24/10/2010 19:00,734435.791667,0.460192,101.3,-0.18,0,0.320303
24/10/2010 20:00,734435.833333,0.342532,101.5,-0.34,0,0.304567
24/10/2010 21:00,734435.875,0.304391,101.65,-0.56,0,0.288831
24/10/2010 22:00,734435.916667,1.408163,101.7,-0.61,0,0.273095
24/10/2010 23:00,734435.958333,1.658925,101.75,-0.93,0,0.257359
25/10/2010 00:00,734436,1.01456,100.33,-1.2,0,0.241623
25/10/2010 01:00,734436.041667,1.632371,97.35,-1.39,0,0.225887
25/10/2010 02:00,734436.083333,1.541795,100.7,-1.74,0,0.210151
25/10/2010 03:00,734436.125,1.100207,100.48,-2.4,0,0.194415
25/10/2010 04:00,734436.166667,0.767573,100.23,-2.88,0,0.17868
25/10/2010 05:00,734436.208333,1.167908,100.28,-3.07,0,0.162944
25/10/2010 06:00,734436.25,0.716971,100.03,-3.18,0,0.147208
25/10/2010 07:00,734436.291667,0.623303,100,-3.29,0,0.131472
25/10/2010 08:00,734436.333333,0.49218,99.65,-3.27,4.12,0.115736
25/10/2010 09:00,734436.375,0.349112,95.43,-3.26,8.47,0.1
25/10/2010 10:00,734436.416667,0.120039,92.85,-3.01,19.17,0.1
25/10/2010 11:00,734436.458333,0.143301,89.85,-2.98,24.81,0.1
25/10/2010 12:00,734436.5,0,90.48,-3.16,27.47,0.1
25/10/2010 13:00,734436.541667,0,89.23,-3.39,30.09,0.1
25/10/2010 14:00,734436.583333,0,88.8,-3.61,37.34,0.1
25/10/2010 15:00,734436.625,0,89.18,-3.8,26.47,0.1
25/10/2010 16:00,734436.666667,0,88.18,-4.05,15.07,0.1
25/10/2010 17:00,734436.708333,0,87.6,-4.3,5.39,0.148898
25/10/2010 18:00,734436.75,0,88.3,-4.45,0.11,0.197795
25/10/2010 19:00,734436.791667,0,88.4,-4.36,0,0.246693
25/10/2010 20:00,734436.833333,0,87.05,-4.39,0,0.29559
25/10/2010 21:00,734436.875,0,83.63,-4.35,0,0.344488
25/10/2010 22:00,734436.916667,0,83.58,-4.36,0,0.393386
25/10/2010 23:00,734436.958333,0,82.18,-4.56,0,0.442283
26/10/2010 00:00,734437,0,80.35,-4.72,0,0.491181
26/10/2010 01:00,734437.041667,0,80.95,-4.83,0,0.540078
26/10/2010 02:00,734437.083333,0,85.7,-5.14,0,0.588976
26/10/2010 03:00,734437.125,0,84.2,-5.54,0,0.637873
26/10/2010 04:00,734437.166667,0,93.13,-6.11,0,0.686771
26/10/2010 05:00,734437.208333,0,82.41,-5.61,0,0.735669
26/10/2010 06:00,734437.25,0,84.55,-5.95,0,0.784566
26/10/2010 07:00,734437.291667,0,88.31,-6.61,1.44,0.833464
26/10/2010 08:00,734437.333333,0,91.7,-6.88,22.39,0.882361
26/10/2010 09:00,734437.375,0,78.47,-4.27,259.03,0.931259
26/10/2010 10:00,734437.416667,0,66.84,-1.38,427.18,0.931259
26/10/2010 11:00,734437.458333,0,63.74,0.17,544.03,1
26/10/2010 12:00,734437.5,0,60.44,1.08,606.3,1
26/10/2010 13:00,734437.541667,0,58.43,1.2,607.48,1
26/10/2010 14:00,734437.583333,0,57.22,1.83,544.1,1
26/10/2010 15:00,734437.625,0,58.73,1.59,425.33,1
26/10/2010 16:00,734437.666667,0,57.88,1.01,201.41,1
26/10/2010 17:00,734437.708333,0,79.43,-1.01,20.57,0.992733
26/10/2010 18:00,734437.75,0,89.05,-2.54,2.23,0.985467
26/10/2010 19:00,734437.791667,0,83.3,-3.14,0,0.9782
26/10/2010 20:00,734437.833333,0,76.47,-3.78,0,0.970934
26/10/2010 21:00,734437.875,0,82.75,-4.81,0,0.963667
26/10/2010 22:00,734437.916667,0,76.52,-4.61,0,0.956401
26/10/2010 23:00,734437.958333,0,76.05,-4.76,0,0.949134
27/10/2010 00:00,734438,0,70.79,-3.96,0,0.941868
27/10/2010 01:00,734438.041667,0,73.29,-4.18,0,0.934601
27/10/2010 02:00,734438.083333,0,65.97,-3.7,0,0.927335
27/10/2010 03:00,734438.125,0,64.26,-3.48,0,0.920068
27/10/2010 04:00,734438.166667,0,56.72,-2.95,0,0.912802
27/10/2010 05:00,734438.208333,0,43.27,-1.58,0,0.905535
27/10/2010 06:00,734438.25,0,40.49,-1.21,0,0.898269
27/10/2010 07:00,734438.291667,0,34.14,-1.31,1.44,0.891002
27/10/2010 08:00,734438.333333,0,38.9,-1.37,17.28,0.883735
27/10/2010 09:00,734438.375,0,34.64,0.68,237.35,0.876469
27/10/2010 10:00,734438.416667,0,25.74,3.31,406.55,0.876469
27/10/2010 11:00,734438.458333,0,29.39,4.69,523.63,1
27/10/2010 12:00,734438.5,0,35.43,6.08,583.08,1
27/10/2010 13:00,734438.541667,0,39.13,6.71,583,1
27/10/2010 14:00,734438.583333,0,39.11,6.87,521.13,1
27/10/2010 15:00,734438.625,0,43.8,6.92,402.88,1
27/10/2010 16:00,734438.666667,0,55.31,5.92,186.22,1
27/10/2010 17:00,734438.708333,0,65.57,3.41,27.36,0.97817
27/10/2010 18:00,734438.75,0,70.43,1.98,1.81,0.95634
27/10/2010 19:00,734438.791667,0,72.95,1.52,0,0.934509
27/10/2010 20:00,734438.833333,0,69.91,1.79,0,0.912679
27/10/2010 21:00,734438.875,0,72.25,1.3,0,0.890849
27/10/2010 22:00,734438.916667,0,72.46,1.42,0,0.869019
27/10/2010 23:00,734438.958333,0,73.76,1.37,0,0.847189
28/10/2010 00:00,734439,0,72.17,1.24,0,0.825358
28/10/2010 01:00,734439.041667,0,72.03,1.85,0,0.803528
28/10/2010 02:00,734439.083333,0,71.77,2.5,0,0.781698
28/10/2010 03:00,734439.125,0,74.46,2.5,0,0.759868
28/10/2010 04:00,734439.166667,0,75.76,2.84,0,0.738038
28/10/2010 05:00,734439.208333,0,74.59,2.84,0,0.716207
28/10/2010 06:00,734439.25,0,73.67,3.76,0,0.694377
28/10/2010 07:00,734439.291667,0,76.4,3.39,1.58,0.672547
28/10/2010 08:00,734439.333333,0,73.47,3.81,36.46,0.650717
28/10/2010 09:00,734439.375,0,67.25,5.08,174.65,0.628886
28/10/2010 10:00,734439.416667,0,64.77,6,262.43,0.628886
28/10/2010 11:00,734439.458333,0,56.45,7.52,399.6,0.811396
28/10/2010 12:00,734439.5,0,56.37,7.67,406.65,0.811396
28/10/2010 13:00,734439.541667,0,55.22,7.44,395.03,0.937758
28/10/2010 14:00,734439.583333,0,52.26,7.92,408.7,0.937758
28/10/2010 15:00,734439.625,0,49.12,9.17,402.78,0.937758
28/10/2010 16:00,734439.666667,0,51.26,8.31,192.62,0.937758
28/10/2010 17:00,734439.708333,0,62.34,5.62,23.86,0.935399
28/10/2010 18:00,734439.75,0,64.44,4.4,1.27,0.93304
28/10/2010 19:00,734439.791667,0,63.7,4.49,0,0.930681
28/10/2010 20:00,734439.833333,0,63.93,4.91,0,0.928322
28/10/2010 21:00,734439.875,0,67.43,4.46,0,0.925963
28/10/2010 22:00,734439.916667,0,70.04,3.68,0,0.923604
28/10/2010 23:00,734439.958333,0,72.09,3.04,0,0.921244
29/10/2010 00:00,734440,0,72.9,2.83,0,0.918885
29/10/2010 01:00,734440.041667,0,73.79,2.62,0,0.916526
29/10/2010 02:00,734440.083333,0,76.11,2.35,0,0.914167
29/10/2010 03:00,734440.125,0,75.97,2.03,0,0.911808
29/10/2010 04:00,734440.166667,0,75.9,1.98,0,0.909449
29/10/2010 05:00,734440.208333,0,78.22,1.51,0,0.90709
29/10/2010 06:00,734440.25,0,76.78,1.18,0,0.904731
29/10/2010 07:00,734440.291667,0,76.48,0.94,1.35,0.902371
29/10/2010 08:00,734440.333333,0,75.64,0.94,14.08,0.900012
29/10/2010 09:00,734440.375,0,62.35,3.54,232.73,0.897653
29/10/2010 10:00,734440.416667,0,53.59,6.83,390.35,0.897653
29/10/2010 11:00,734440.458333,0,54.76,7.12,506.63,1
29/10/2010 12:00,734440.5,0,53.69,7.17,567,1
29/10/2010 13:00,734440.541667,0,52.46,7.67,568.63,1
29/10/2010 14:00,734440.583333,0,59.64,8.04,502.2,1
29/10/2010 15:00,734440.625,0,60.35,7.81,387.28,1
29/10/2010 16:00,734440.666667,0,64.38,6.83,175.12,1
29/10/2010 17:00,734440.708333,0,75.89,4.22,18.73,0.986983
29/10/2010 18:00,734440.75,0,80.13,2.41,0.85,0.973966
29/10/2010 19:00,734440.791667,0,83.5,1.52,0,0.960949
29/10/2010 20:00,734440.833333,0,84.93,1.12,0,0.947932
29/10/2010 21:00,734440.875,0,86.78,0.83,0,0.934915
29/10/2010 22:00,734440.916667,0,88.33,0.53,0,0.921898
29/10/2010 23:00,734440.958333,0,88.28,0.31,0,0.908881
30/10/2010 00:00,734441,0,90.9,-0.36,0,0.895864
30/10/2010 01:00,734441.041667,0,91.15,-0.73,0,0.882847
30/10/2010 02:00,734441.083333,0,91.8,-0.85,0,0.86983
30/10/2010 03:00,734441.125,0,93.98,-1.14,0,0.856813
30/10/2010 04:00,734441.166667,0,93.85,-1.02,0,0.843796
30/10/2010 05:00,734441.208333,0,94.05,-1.12,0,0.830779
30/10/2010 06:00,734441.25,0,94.78,-1.28,0,0.817762
30/10/2010 07:00,734441.291667,0,95.15,-1.17,2.96,0.804745
30/10/2010 08:00,734441.333333,0,95.73,-1.11,47.79,0.791729
30/10/2010 09:00,734441.375,0,87.35,0.68,245.48,0.778712
30/10/2010 10:00,734441.416667,0,86.55,0.96,264.33,0.778712
30/10/2010 11:00,734441.458333,0,83.05,2.05,507.58,1
30/10/2010 12:00,734441.5,0,77.7,3.14,518.3,1
30/10/2010 13:00,734441.541667,0,76.22,4.37,557.05,1
30/10/2010 14:00,734441.583333,0,75.94,4.71,477.33,1
30/10/2010 15:00,734441.625,0,76.67,4.83,381.18,1
30/10/2010 16:00,734441.666667,0,84.18,3.54,135.1,1
30/10/2010 17:00,734441.708333,0,92.03,1.36,18.62,0.958687
30/10/2010 18:00,734441.75,0,93.98,0.4,0.71,0.917374
30/10/2010 19:00,734441.791667,0,94.85,-0.16,0,0.876061
30/10/2010 20:00,734441.833333,0,97.43,-0.19,0,0.834748
30/10/2010 21:00,734441.875,0,99.9,-0.41,0,0.793435
30/10/2010 22:00,734441.916667,0,100.98,-0.61,0,0.752122
30/10/2010 23:00,734441.958333,0,101.35,-0.7,0,0.710809
31/10/2010 00:00,734442,0,101.6,-0.85,0,0.669496
31/10/2010 01:00,734442.041667,0,101.7,-0.86,0,0.628183
31/10/2010 02:00,734442.083333,0,101.55,-0.44,0,0.58687
31/10/2010 03:00,734442.125,0,95.88,0.66,0,0.545557
31/10/2010 04:00,734442.166667,0,93.1,1.01,0,0.504244
31/10/2010 05:00,734442.208333,0,97.25,0.34,0,0.462931
31/10/2010 06:00,734442.25,0,92.33,0.68,0,0.421618
31/10/2010 07:00,734442.291667,0,98.8,-0.1,0.59,0.380305
31/10/2010 08:00,734442.333333,0,100.33,-0.49,32.29,0.338992
31/10/2010 09:00,734442.375,0,100.73,-0.12,87.86,0.297679
31/10/2010 10:00,734442.416667,0,100.95,0.01,105.21,0.297679
31/10/2010 11:00,734442.458333,0,100.98,0.2,128.6,0.240553
31/10/2010 12:00,734442.5,0.1,101,0.3,101,0.240553
31/10/2010 13:00,734442.541667,0,101.1,0.5,120.83,0.297734
31/10/2010 14:00,734442.583333,0,101.05,0.85,125.33,0.297734
