Date,JDfrom0,Iprec,RH,AirT,Swglob,CloudTrans
20/10/2010 07:00,734431.291667,0,83.8,1.59,3.13,0.547954
20/10/2010 08:00,734431.333333,0,76.98,1.4,33.02,0.515665
20/10/2010 09:00,734431.375,0,59.32,2.84,200.5,0.483376
20/10/2010 10:00,734431.416667,0,61.55,2.74,161.88,0.483376
20/10/2010 11:00,734431.458333,0,74.92,1.86,266.43,0.6149
20/10/2010 12:00,734431.5,0,64.91,2.86,359.8,0.6149
20/10/2010 13:00,734431.541667,0,58.47,3,373.75,0.6149
20/10/2010 14:00,734431.583333,0,54.71,2.94,251.3,0.768929
20/10/2010 15:00,734431.625,0,59.48,3.49,382.3,0.768929
20/10/2010 16:00,734431.666667,0,54.28,2.45,139.41,0.768929
20/10/2010 17:00,734431.708333,0,60.71,1.61,65.47,0.768929
20/10/2010 18:00,734431.75,0,49.43,2.03,5.17,0.772496
20/10/2010 19:00,734431.791667,0,54.82,1.48,0,0.776062
20/10/2010 20:00,734431.833333,0,49.87,1.33,0,0.779628
20/10/2010 21:00,734431.875,0,63.2,0.31,0,0.783194
20/10/2010 22:00,734431.916667,0,60.35,0.13,0,0.78676
20/10/2010 23:00,734431.958333,0,53.82,0.2,0,0.790327
21/10/2010 00:00,734432,0,53.21,-0.16,0,0.793893
21/10/2010 01:00,734432.041667,0,53.92,-0.11,0,0.797459
21/10/2010 02:00,734432.083333,0,55.61,-0.05,0,0.801025
21/10/2010 03:00,734432.125,0,48.61,0.19,0,0.804591
21/10/2010 04:00,734432.166667,0,48.99,0.22,0,0.808158
21/10/2010 05:00,734432.208333,0,48.99,0.12,0,0.811724
21/10/2010 06:00,734432.25,0,49,-0.23,0,0.81529
21/10/2010 07:00,734432.291667,0,47.63,-0.73,2.98,0.818856
21/10/2010 08:00,734432.333333,0,48.78,-0.76,31.6,0.822422
21/10/2010 09:00,734432.375,0,44.58,0.17,252.58,0.825989
21/10/2010 10:00,734432.416667,0,38.96,1.24,400.73,0.825989
21/10/2010 11:00,734432.458333,0,33.02,2.54,512.43,0.985845
21/10/2010 12:00,734432.5,0,25.15,3.97,574.85,0.985845
21/10/2010 13:00,734432.541667,0,24.6,4.97,577.3,0.985845
21/10/2010 14:00,734432.583333,0,21.43,6.41,522.33,1
21/10/2010 15:00,734432.625,0,20.52,7.02,415.03,1
21/10/2010 16:00,734432.666667,0,22.25,7.73,271.48,1
21/10/2010 17:00,734432.708333,0,31.16,4.99,98.82,1
21/10/2010 18:00,734432.75,0,38.7,2.26,3.24,0.987892
21/10/2010 19:00,734432.791667,0,42.47,1.16,0,0.975785
21/10/2010 20:00,734432.833333,0,44.41,0.64,0,0.963677
21/10/2010 21:00,734432.875,0,45.34,0.47,0,0.95157
21/10/2010 22:00,734432.916667,0,47.39,0.14,0,0.939462
21/10/2010 23:00,734432.958333,0,46.49,0.08,0,0.927355
22/10/2010 00:00,734433,0,49.48,-0.25,0,0.915247
22/10/2010 01:00,734433.041667,0,50.52,-0.34,0,0.903139
22/10/2010 02:00,734433.083333,0,50.87,-0.43,0,0.891032
22/10/2010 03:00,734433.125,0,51.28,-0.61,0,0.878924
22/10/2010 04:00,734433.166667,0,52.4,-0.85,0,0.866817
22/10/2010 05:00,734433.208333,0,53.56,-1.15,0,0.854709
22/10/2010 06:00,734433.25,0,54.46,-1.47,0,0.842602
22/10/2010 07:00,734433.291667,0,55.5,-1.68,2.84,0.830494
22/10/2010 08:00,734433.333333,0,54.93,-1.59,30.05,0.818387
22/10/2010 09:00,734433.375,0,49.12,0.47,243.13,0.806279
22/10/2010 10:00,734433.416667,0,50.93,1.66,381.63,0.806279
22/10/2010 11:00,734433.458333,0,52.64,2.38,473.78,0.790012
22/10/2010 12:00,734433.5,0,49.17,3.09,371.93,0.790012
22/10/2010 13:00,734433.541667,0,51.64,3.85,439.9,0.686224
22/10/2010 14:00,734433.583333,0,54.43,4.06,306.65,0.686224
22/10/2010 15:00,734433.625,0,58.53,3.53,172.6,0.686224
22/10/2010 16:00,734433.666667,0,57.55,3.39,111.63,0.686224
22/10/2010 17:00,734433.708333,0,59.54,3.1,45.5,0.685167
22/10/2010 18:00,734433.75,0,62.33,2.66,4.66,0.684111
22/10/2010 19:00,734433.791667,0,63.1,2.14,0,0.683054
22/10/2010 20:00,734433.833333,0,64.79,1.51,0,0.681997
22/10/2010 21:00,734433.875,0,65,1.88,0,0.680941
22/10/2010 22:00,734433.916667,0,66.68,1.58,0,0.679884
22/10/2010 23:00,734433.958333,0,66.63,1.89,0,0.678828
23/10/2010 00:00,734434,0,66.52,1.77,0,0.677771
23/10/2010 01:00,734434.041667,0,69.17,1.66,0,0.676714
23/10/2010 02:00,734434.083333,0,68.68,1.63,0,0.675658
23/10/2010 03:00,734434.125,0,69.77,1.47,0,0.674601
23/10/2010 04:00,734434.166667,0,71.14,1.38,0,0.673545
23/10/2010 05:00,734434.208333,0,71.98,1.18,0,0.672488
23/10/2010 06:00,734434.25,0,70.27,1.36,0,0.671431
23/10/2010 07:00,734434.291667,0,73.19,1.23,1.59,0.670375
23/10/2010 08:00,734434.333333,0,72.62,1.37,37.88,0.669318
23/10/2010 09:00,734434.375,0,71.66,2.08,160,0.668262
23/10/2010 10:00,734434.416667,0,69.77,3.1,358.08,0.668262
23/10/2010 11:00,734434.458333,0,68.11,3.59,364.33,0.616366
23/10/2010 12:00,734434.5,0,70.97,3.3,281.85,0.616366
23/10/2010 13:00,734434.541667,0,70.82,3.6,322.9,0.635525
23/10/2010 14:00,734434.583333,0,73.42,3.64,300.15,0.635525
23/10/2010 15:00,734434.625,0,76.53,2.99,187.05,0.635525
23/10/2010 16:00,734434.666667,0,79.61,3.14,176.85,0.635525
23/10/2010 17:00,734434.708333,0,80.15,2.61,59.06,0.610808
23/10/2010 18:00,734434.75,0,83.18,1.48,1.79,0.586092
23/10/2010 19:00,734434.791667,0,84.15,1.21,0,0.561375
23/10/2010 20:00,734434.833333,0,85.2,1.2,0,0.536659
23/10/2010 21:00,734434.875,0,85.03,1.56,0,0.511942
23/10/2010 22:00,734434.916667,0,86.85,1.41,0,0.487226
23/10/2010 23:00,734434.958333,0,86.8,1.34,0,0.462509
24/10/2010 00:00,734435,0,85.68,1.78,0,0.437793
24/10/2010 01:00,734435.041667,0,87.8,1.5,0,0.413076
24/10/2010 02:00,734435.083333,0,87.68,1.47,0,0.388359
24/10/2010 03:00,734435.125,0,87.6,1.61,0,0.363643
24/10/2010 04:00,734435.166667,0,87.08,1.6,0,0.338926
24/10/2010 05:00,734435.208333,0,87.18,1.63,0,0.31421
24/10/2010 06:00,734435.25,0,89.78,1.47,0,0.289493
24/10/2010 07:00,734435.291667,0,91.1,1,0.65,0.264777
24/10/2010 08:00,734435.333333,0,91.33,1.05,11.94,0.24006
24/10/2010 09:00,734435.375,0,91.85,1.41,35.32,0.215344
24/10/2010 10:00,734435.416667,0,90.48,2.09,134.35,0.215344
24/10/2010 11:00,734435.458333,0,91.4,2.38,157,0.292544
24/10/2010 12:00,734435.5,0,91.03,2.3,145.33,0.292544
24/10/2010 13:00,734435.541667,0,92.05,2.64,232.53,0.430213
24/10/2010 14:00,734435.583333,0,91.9,3.02,241.88,0.430213
24/10/2010 15:00,734435.625,0,93.93,2.73,82.22,0.430213
24/10/2010 16:00,734435.666667,0,95.25,2.78,56.5,0.430213
24/10/2010 17:00,734435.708333,0,96,2.69,14.88,0.410789
24/10/2010 18:00,734435.75,0,97.35,2.62,0.28,0.391364
24/10/2010 19:00,734435.791667,0.3,98.8,2.42,0,0.37194
24/10/2010 20:00,734435.833333,1.2,99.75,2.09,0,0.352516
24/10/2010 21:00,734435.875,0.7,99,1.49,0,0.333091
24/10/2010 22:00,734435.916667,0.6,98.83,1.06,0,0.313667
24/10/2010 23:00,734435.958333,2.81,99.73,0.5,0,0.294243
25/10/2010 00:00,734436,1.84,100.35,0.14,0,0.274819
25/10/2010 01:00,734436.041667,0.38,100.8,-0.05,0,0.255394
25/10/2010 02:00,734436.083333,0,100.95,-0.25,0,0.23597
25/10/2010 03:00,734436.125,2.03,101.15,-0.65,0,0.216546
25/10/2010 04:00,734436.166667,0.55,101.23,-0.74,0,0.197121
25/10/2010 05:00,734436.208333,0.67,101.25,-0.85,0,0.177697
25/10/2010 06:00,734436.25,0,100.48,-0.85,0,0.158273
25/10/2010 07:00,734436.291667,0,99.3,-0.82,0,0.138849
25/10/2010 08:00,734436.333333,0,98.98,-0.84,2.9,0.119424
25/10/2010 09:00,734436.375,0,99.3,-0.87,6.56,0.1
25/10/2010 10:00,734436.416667,0,98.25,-0.64,15.01,0.1
25/10/2010 11:00,734436.458333,0,92.65,-0.34,18.53,0.1
25/10/2010 12:00,734436.5,0.1,82.8,-0.21,19.61,0.1
25/10/2010 13:00,734436.541667,0,80.79,-0.34,20.43,0.1
25/10/2010 14:00,734436.583333,0,77.25,-0.37,26.43,0.1
25/10/2010 15:00,734436.625,0,75.15,-0.26,20.97,0.1
25/10/2010 16:00,734436.666667,0,73.88,-0.33,12.96,0.1
25/10/2010 17:00,734436.708333,0,74.44,-0.42,4.63,0.140468
25/10/2010 18:00,734436.75,0,78.42,-0.65,0.31,0.180936
25/10/2010 19:00,734436.791667,0,81.26,-0.85,0,0.221404
25/10/2010 20:00,734436.833333,0,76.5,-0.76,0,0.261872
25/10/2010 21:00,734436.875,0,70.79,-0.51,0,0.30234
25/10/2010 22:00,734436.916667,0,70.31,-0.63,0,0.342808
25/10/2010 23:00,734436.958333,0,71.07,-0.81,0,0.383276
26/10/2010 00:00,734437,0,68.6,-1.04,0,0.423744
26/10/2010 01:00,734437.041667,0,68.91,-1.22,0,0.464212
26/10/2010 02:00,734437.083333,0,71.77,-1.56,0,0.50468
26/10/2010 03:00,734437.125,0,73.8,-1.99,0,0.545149
26/10/2010 04:00,734437.166667,0,74.39,-2.45,0,0.585617
26/10/2010 05:00,734437.208333,0,69.26,-2.1,0,0.626085
26/10/2010 06:00,734437.25,0,67.27,-2.15,0,0.666553
26/10/2010 07:00,734437.291667,0,75.75,-2.89,1.42,0.707021
26/10/2010 08:00,734437.333333,0,78.32,-3.39,15.78,0.747489
26/10/2010 09:00,734437.375,0,71.01,-2.29,216,0.787957
26/10/2010 10:00,734437.416667,0,64.98,-0.42,360.95,0.787957
26/10/2010 11:00,734437.458333,0,55.12,0.91,473.38,0.972203
26/10/2010 12:00,734437.5,0,48.11,2.01,540.28,0.972203
26/10/2010 13:00,734437.541667,0,45.42,3.37,546.6,1
26/10/2010 14:00,734437.583333,0,45.28,4.66,490.75,1
26/10/2010 15:00,734437.625,0,46.3,5.1,384,1
26/10/2010 16:00,734437.666667,0,42.76,5.26,240.63,1
26/10/2010 17:00,734437.708333,0,54.46,3.69,78.22,0.988273
26/10/2010 18:00,734437.75,0,71.72,0.75,2.41,0.976545
26/10/2010 19:00,734437.791667,0,67.37,0.42,0,0.964818
26/10/2010 20:00,734437.833333,0,59.48,-0.15,0,0.95309
26/10/2010 21:00,734437.875,0,57.68,-0.61,0,0.941363
26/10/2010 22:00,734437.916667,0,53.28,-0.37,0,0.929636
26/10/2010 23:00,734437.958333,0,57.34,-0.7,0,0.917908
27/10/2010 00:00,734438,0,55.38,-0.6,0,0.906181
27/10/2010 01:00,734438.041667,0,55.12,-0.21,0,0.894453
27/10/2010 02:00,734438.083333,0,50.63,-0.09,0,0.882726
27/10/2010 03:00,734438.125,0,50.06,-0.2,0,0.870998
27/10/2010 04:00,734438.166667,0,49.96,-0.22,0,0.859271
27/10/2010 05:00,734438.208333,0,35.38,0.9,0,0.847544
27/10/2010 06:00,734438.25,0,21.24,3.74,0,0.835816
27/10/2010 07:00,734438.291667,0,30.44,2.52,1.22,0.824089
27/10/2010 08:00,734438.333333,0,37.78,0.96,15.32,0.812361
27/10/2010 09:00,734438.375,0,35.22,2.84,219.6,0.800634
27/10/2010 10:00,734438.416667,0,22.8,5.39,365.88,0.800634
27/10/2010 11:00,734438.458333,0,41.92,5.05,472.63,0.97688
27/10/2010 12:00,734438.5,0,49.02,5.9,528.45,0.97688
27/10/2010 13:00,734438.541667,0,39.97,6.96,528.28,1
27/10/2010 14:00,734438.583333,0,46.95,7.34,472.5,1
27/10/2010 15:00,734438.625,0,49.99,7.1,365.1,1
27/10/2010 16:00,734438.666667,0,53.89,6.89,223.48,1
27/10/2010 17:00,734438.708333,0,61.41,5.53,65.06,0.97617
27/10/2010 18:00,734438.75,0,66.3,3.62,1.59,0.95234
27/10/2010 19:00,734438.791667,0,66.09,3.65,0,0.92851
27/10/2010 20:00,734438.833333,0,62.66,4.28,0,0.90468
27/10/2010 21:00,734438.875,0,62.08,4.02,0,0.88085
27/10/2010 22:00,734438.916667,0,64.71,3.89,0,0.85702
27/10/2010 23:00,734438.958333,0,71.35,2.52,0,0.83319
28/10/2010 00:00,734439,0,74.43,1.91,0,0.809359
28/10/2010 01:00,734439.041667,0,71.6,2.2,0,0.785529
28/10/2010 02:00,734439.083333,0,67.05,3.82,0,0.761699
28/10/2010 03:00,734439.125,0,68.15,4.45,0,0.737869
28/10/2010 04:00,734439.166667,0,73.79,3.86,0,0.714039
28/10/2010 05:00,734439.208333,0,71.36,4.36,0,0.690209
28/10/2010 06:00,734439.25,0,66.66,5.56,0,0.666379
28/10/2010 07:00,734439.291667,0,68.45,5.69,1.34,0.642549
28/10/2010 08:00,734439.333333,0,68.23,6.1,33.69,0.618719
28/10/2010 09:00,734439.375,0,60.26,7.77,167.48,0.594889
28/10/2010 10:00,734439.416667,0,50.9,9.96,244.4,0.594889
28/10/2010 11:00,734439.458333,0,47.57,11.02,374.88,0.76092
28/10/2010 12:00,734439.5,0,45.87,11.2,380.35,0.76092
28/10/2010 13:00,734439.541667,0,46.14,11.16,365.73,0.895561
28/10/2010 14:00,734439.583333,0,43.53,11.67,380.43,0.895561
28/10/2010 15:00,734439.625,0,43.78,12.62,377.85,0.895561
28/10/2010 16:00,734439.666667,0,41.38,12.47,225.65,0.895561
28/10/2010 17:00,734439.708333,0,45.79,10.86,40.24,0.889697
28/10/2010 18:00,734439.75,0,52.93,8.87,1.14,0.883834
28/10/2010 19:00,734439.791667,0,53.94,8.53,0,0.87797
28/10/2010 20:00,734439.833333,0,56.85,8.48,0,0.872106
28/10/2010 21:00,734439.875,0,56.92,8.04,0,0.866243
28/10/2010 22:00,734439.916667,0,61.66,6.99,0,0.860379
28/10/2010 23:00,734439.958333,0,66.67,5.59,0,0.854515
29/10/2010 00:00,734440,0,68.29,5.1,0,0.848652
29/10/2010 01:00,734440.041667,0,68.66,5,0,0.842788
29/10/2010 02:00,734440.083333,0,70.13,4.83,0,0.836924
29/10/2010 03:00,734440.125,0,72.6,4.15,0,0.831061
29/10/2010 04:00,734440.166667,0,78.12,2.98,0,0.825197
29/10/2010 05:00,734440.208333,0,76.76,2.79,0,0.819333
29/10/2010 06:00,734440.25,0,74.28,3.03,0,0.81347
29/10/2010 07:00,734440.291667,0,74.4,2.73,1.34,0.807606
29/10/2010 08:00,734440.333333,0,74.77,2.63,14.35,0.801742
29/10/2010 09:00,734440.375,0,71.8,4.03,201.13,0.795879
29/10/2010 10:00,734440.416667,0,73.41,5.5,349.6,0.795879
29/10/2010 11:00,734440.458333,0,74.06,6.13,454.7,0.978058
29/10/2010 12:00,734440.5,0,70.07,6.82,512.85,0.978058
29/10/2010 13:00,734440.541667,0,65.01,7.71,513.88,1
29/10/2010 14:00,734440.583333,0,65.43,8.26,455.78,1
29/10/2010 15:00,734440.625,0,60.64,8.57,351.7,1
29/10/2010 16:00,734440.666667,0,61.5,8.3,211.6,1
29/10/2010 17:00,734440.708333,0,65.63,7.31,65.8,0.98182
29/10/2010 18:00,734440.75,0,73.42,5.26,0.77,0.96364
29/10/2010 19:00,734440.791667,0,75.08,4.56,0,0.94546
29/10/2010 20:00,734440.833333,0,75.86,4.22,0,0.92728
29/10/2010 21:00,734440.875,0,77.04,3.9,0,0.9091
29/10/2010 22:00,734440.916667,0,77.87,3.52,0,0.89092
29/10/2010 23:00,734440.958333,0,78.42,3.24,0,0.87274
30/10/2010 00:00,734441,0,79.29,2.82,0,0.85456
30/10/2010 01:00,734441.041667,0,80.17,2.54,0,0.83638
30/10/2010 02:00,734441.083333,0,80.88,2.46,0,0.8182
30/10/2010 03:00,734441.125,0,83.35,2.31,0,0.80002
30/10/2010 04:00,734441.166667,0,84.65,2.08,0,0.78184
30/10/2010 05:00,734441.208333,0,84.98,1.86,0,0.76366
30/10/2010 06:00,734441.25,0,85.25,1.9,0,0.74548
30/10/2010 07:00,734441.291667,0,85.18,1.71,2.5,0.7273
30/10/2010 08:00,734441.333333,0,84.43,1.86,43.42,0.70912
30/10/2010 09:00,734441.375,0,77.76,3.21,212.33,0.69094
30/10/2010 10:00,734441.416667,0,75.56,3.61,241.55,0.69094
30/10/2010 11:00,734441.458333,0,75.11,4.26,466.68,0.962427
30/10/2010 12:00,734441.5,0,75.44,4.83,465.63,0.962427
30/10/2010 13:00,734441.541667,0,73.9,5.54,506.85,1
30/10/2010 14:00,734441.583333,0,76.65,5.97,431.95,1
30/10/2010 15:00,734441.625,0,73.86,6.23,348.75,1
30/10/2010 16:00,734441.666667,0,77.08,5.71,135.13,1
30/10/2010 17:00,734441.708333,0,81.6,4.4,22.86,0.947059
30/10/2010 18:00,734441.75,0,81.45,3.87,0.57,0.894118
30/10/2010 19:00,734441.791667,0,84.85,3.08,0,0.841176
30/10/2010 20:00,734441.833333,0,89.73,2.7,0,0.788235
30/10/2010 21:00,734441.875,0,93.4,2.51,0,0.735294
30/10/2010 22:00,734441.916667,0,95.1,2.31,0,0.682353
30/10/2010 23:00,734441.958333,0,96.4,2.13,0,0.629412
31/10/2010 00:00,734442,0,97.4,1.94,0,0.576471
31/10/2010 01:00,734442.041667,0,96.15,2.03,0,0.523529
31/10/2010 02:00,734442.083333,0,91.73,2.41,0,0.470588
31/10/2010 03:00,734442.125,0,94.5,2.26,0,0.417647
31/10/2010 04:00,734442.166667,0,99.33,1.88,0,0.364706
31/10/2010 05:00,734442.208333,0,100.35,1.81,0,0.311765
31/10/2010 06:00,734442.25,0,100.68,1.59,0,0.258824
31/10/2010 07:00,734442.291667,0,100.88,1.43,0,0.205882
31/10/2010 08:00,734442.333333,0,101.08,1.45,7.67,0.152941
31/10/2010 09:00,734442.375,0,101.05,1.69,19.61,0.1
31/10/2010 10:00,734442.416667,0,101.03,1.9,27.7,0.1
31/10/2010 11:00,734442.458333,0,101.08,2.03,30.2,0.1
31/10/2010 12:00,734442.5,0.1,101.03,2.23,32.64,0.1
31/10/2010 13:00,734442.541667,0,101.03,2.39,31.59,0.1
31/10/2010 14:00,734442.583333,0,101.03,2.67,32.98,0.1
31/10/2010 15:00,734442.625,0,100.98,2.82,21.73,0.1
31/10/2010 16:00,734442.666667,0,100.93,2.98,12.44,0.1
31/10/2010 17:00,734442.708333,0.1,101.03,2.83,3.52,0.1
31/10/2010 18:00,734442.75,0.2,101.1,2.77,0,0.1
31/10/2010 19:00,734442.791667,0.2,101.03,2.78,0,0.1
